Class,AUC
435,0.9961022695700492
436,0.9994292488432197
437,0.9956748801833716
438,0.9947550413439226
439,1.0
440,0.9999748700341502
441,0.999057613088547
442,0.997803945179679
443,0.9999755207336247
444,0.9941395965774775
445,0.9995137115962417
446,0.9844245604536817
447,0.9998898787112245
448,1.0
449,0.9940112349479904
450,0.9972966102492806
451,0.996633448016999
452,0.9964938318752025
453,0.9961334058136342
454,0.9999913284772807
455,0.9999511216015716
456,0.9399136421176756
457,0.9817195539030907
458,0.9979912491246132
459,0.994279543404344
460,0.9957803204394232
461,0.9971270192925316
462,0.999988435362349
463,0.9999640553047504
464,0.9911381833771551
465,0.9997138695245031
466,0.9927034198113208
467,0.9998855120732723
468,0.9989206635663219
469,0.9885810004273652
470,0.9997848088234251
471,0.9996522666514116
472,
473,0.9947407214706901
474,0.9686903584565203
475,0.9982174997631754
476,0.9886193100069546
477,0.9857811162249478
478,
479,0.9972946910246419
480,0.9999999999999999
481,0.9943143589965647
482,0.9944411648957103
483,0.9961071208141064
484,0.9946341118902285
485,0.9992485848911099
486,0.9999461223909818
487,0.9873190119052606
488,0.9869110038543005
489,0.9680179018455597
490,0.9917722837598528
491,0.9901761302428757
492,0.9947204954237303
493,0.9799128047734262
494,0.9998354068647572
495,0.9964166475968064
496,0.9985299583627412
497,0.9919477582135168
498,0.9999987610821205
499,0.9766128763266912
500,0.9998692735172828
501,0.9959295861387694
502,0.998366005127938
503,0.9960307788309002
504,0.998136658708623
505,0.9998691735460596
506,0.9891627820000802
507,0.9992716895192126
508,0.9999525383314958
509,0.9895337177896811
510,0.999279591845024
511,0.9950269589182595
512,0.9855215636674685
513,0.9940986680033145
514,0.9900016210401182
515,0.9937993151540806
516,0.9935228436973623
517,0.9942297975414927
518,0.9931734240655389
519,0.9931932706296928
520,0.997381368016258
521,0.9956433853811871
522,0.9953489588969743
523,0.9961880784829446
524,0.9985723572023277
525,0.9874900487597695
526,0.9993055548461505
527,0.999965005242325
528,0.9999127601998548
529,0.9999574801536948
530,0.999924110088696
531,0.9863768166270208
532,1.0
533,0.9995212451838116
534,0.9971653145147497
535,0.9986512249752574
536,0.9972347750169896
537,0.9997100593770618
538,1.0
539,1.0
540,0.9999989796615946
541,0.9855451323485673
542,0.9989682323546446
543,0.9993584868531478
544,1.0
545,0.9973202206264961
546,0.9998054633258936
547,0.989804936009407
548,0.9948011388282058
549,
550,0.9998716570120365
551,0.9999993327514927
552,
553,0.9980290932002137
554,0.9963741072109819
555,0.9984368886663725
556,0.9945288384836819
557,0.9918740233510348
558,0.9940624728699669
559,0.9663290436713031
560,1.0
561,0.9996184662342618
562,0.9897900333032679
563,0.9970610299729411
564,0.9998686906475533
565,0.9870294915418262
566,0.9988007901180539
567,0.9979641479875893
568,0.9815503854252752
569,0.9982814813395303
570,0.9997492501615407
571,0.9998817000202952
572,0.9999996055936289
573,0.9999984030492178
574,0.9995987757733773
575,0.9993221499375043
576,0.9997935767868306
577,1.0
578,0.9966881365101877
579,0.9995024301719493
580,0.9998925749455024
581,0.9820303377151909
582,0.9797611915676877
583,0.9971571626094606
584,0.9986764325971745
585,0.9971128307062009
586,1.0
587,0.9999989144028347
588,0.9960881572031824
589,0.9976611377705032
590,0.9793816220715488
591,0.9947487745098039
592,0.9999893996338056
593,0.9784675857683748
594,0.9902499218587205
595,0.9960308732280684
596,0.9948237689035806
597,0.9987461381468398
598,0.9996935607244277
599,0.9934301603312387
600,0.9842698407184843
601,0.9889490374826496
602,0.995248425840154
603,0.9762600682374682
604,0.976721909986954
605,0.9999969004473275
606,0.999864771908357
607,0.9973433159990615
608,0.9870226651848655
609,0.995797589869281
610,0.9884981371648501
611,0.9892699131994636
612,0.9939855914912292
613,0.999207218107778
614,0.9886170419858273
615,0.9998574843160405
616,0.9841657605251396
617,0.9884820679199715
618,0.9938414792326054
619,0.9917933006535948
620,0.9913321044671312
621,0.9859397947842654
622,0.9994110910838987
623,0.9961527707878991
624,1.0
625,0.9935311790346619
626,0.9865999298148136
627,0.9843530357824671
628,0.9862203109382944
629,0.99756267959203
630,0.976704258185032
631,0.9998924174560437
632,0.9985594454165386
633,0.9976417032256315
634,0.9996655623793692
635,0.9997043275706167
636,0.9968761462177884
637,0.9962120950853087
638,0.9972830684407997
639,0.995727534822328
640,0.9578043286435223
641,0.9990891055309757
642,0.9990705946001273
643,0.9910531437196493
644,0.9991148959737802
645,0.995294418612925
646,0.997634112081214
647,0.9840643591815589
648,0.9978389486340019
649,0.9963069783693252
650,0.9987914123267483
651,0.9901957857216592
652,0.9997719895307098
653,0.9991927764628245
654,0.9954164869389753
655,0.9828566418132351
656,0.997778242224297
657,0.9881924681913266
658,0.9926036721746864
659,0.9999880004084968
660,0.997005997420262
661,0.9973299317456289
662,0.993409627674354
663,0.9823595003528937
664,0.9965063160250326
665,0.9904959108111776
666,0.982584872792092
667,0.9950031068965385
668,0.9977994018221608
669,0.9999385860215008
670,0.9987847098964706
671,0.9986956870183126
672,0.9982813185321963
673,0.9966983917468477
674,0.999990397492724
675,0.9979938762020576
676,0.9836396715498705
677,0.9613938931261707
678,0.999997142562607
679,0.9994396393332279
680,0.9999725246404519
681,0.9983046336157015
682,0.998864991009361
683,0.9968317855249353
684,0.9988840355481771
685,0.9976464546010579
686,0.9969640374188558
687,0.9985380347694156
688,0.9788485979980424
689,0.9982055569913915
690,0.9997966985539337
691,0.9853523719596093
692,0.9969886717972756
693,0.9991414499648426
694,0.9991427729066688
695,0.9900463771995707
696,1.0
697,0.9943323912974833
698,0.9942459867129703
699,0.9950563759654353
700,0.9971760047240266
701,0.9921704105307847
702,0.9903284972563728
703,0.9969369398473615
704,0.9888993095356637
705,0.9640150529802473
706,0.9891948133119702
707,0.9938496203190113
708,0.990787577273043
709,0.9834297264927582
710,0.9993702938435806
711,0.9972101147217137
712,
713,0.9921626054938575
714,1.0
715,0.9996647854263242
716,0.9948444751361462
717,0.9995420085699912
718,0.9831706281581234
719,0.9905247567346498
720,0.9974399587537893
721,0.9939831098026277
722,1.0
723,0.9968698211498066
724,0.9891204170276013
725,0.9966998484322208
726,0.9941508717880027
727,0.9944810799271382
728,0.9986482945062827
729,0.9881512298770496
730,0.9987556318129905
731,0.9798195283392224
732,0.9935569298043052
733,0.9957929813599916
734,1.0
735,0.9973775110923128
736,
737,0.991766360829262
738,0.9846598604021253
739,0.9966135718365282
740,0.9965770339712521
741,
742,0.984132574574644
743,0.9985622116618682
744,0.9996091686359921
745,0.9999382068271698
746,0.9962285191822251
747,0.9973441818044043
748,0.9998047823974457
749,0.9998053691145836
750,0.9947951369621147
751,0.9996905045141606
752,0.9978301611010094
753,0.9964101141132808
754,0.995776887094294
755,1.0
756,0.9983701705878694
757,0.9971685854780338
758,0.9991473049628221
759,0.9989557784109077
760,0.9985631098255069
761,0.9999997621559139
762,0.9999876236314381
763,0.9999809724731147
764,0.9999450422307069
765,0.9999203393068
766,0.9886636456350245
767,0.9958174375192561
768,0.9999828717143021
769,0.9990001034621774
770,0.9813549251866636
771,0.9997221595151683
772,0.9994948838015956
773,0.984199983790105
774,0.9982964172272588
775,0.9994378022105828
776,0.9999672045126591
777,0.9996351763944898
778,0.9972161155489708
779,0.9995311278978901
780,0.9993811952762646
781,0.9945888854188355
782,1.0
783,0.9999975221642409
784,0.9999992457583335
785,0.9999897493479009
786,1.0
787,0.9968650428921569
788,0.9993757261518719
789,0.999978319689191
790,0.9999890200617638
791,0.9956713791147082
792,0.999880523614893
793,0.9913783696466131
794,0.9966415214312553
795,0.9994358814135944
796,0.9980057572919918
797,0.9866178735490325
798,0.9994935655069548
799,0.9988727215969199
800,0.9556005480022197
801,0.9946769190980486
802,0.9955523350296749
803,0.9967247461124362
804,0.996679369340528
805,0.9931112508316213
806,0.972864352108768
807,0.9697991814650387
808,0.9054045851831299
